Day Type Name,division,delays,line,Month Name,reporting_category,Year,Quarter,month_date
Weekday,B DIVISION,462,F,September,Police & Medical,2023,Qtr 3,2023-09-01
Weekday,B DIVISION,462,N,May,Police & Medical,2022,Qtr 2,2022-05-01
Weekday,B DIVISION,466,E,January,Police & Medical,2024,Qtr 1,2024-01-01
Weekday,B DIVISION,467,N,April,Police & Medical,2023,Qtr 2,2023-04-01
Weekday,B DIVISION,467,N,July,Police & Medical,2024,Qtr 3,2024-07-01
Weekday,B DIVISION,468,Q,March,Police & Medical,2022,Qtr 1,2022-03-01
Weekday,B DIVISION,469,F,December,Police & Medical,2024,Qtr 4,2024-12-01
Weekday,B DIVISION,470,N,July,Police & Medical,2023,Qtr 3,2023-07-01
Weekday,B DIVISION,470,N,October,Police & Medical,2022,Qtr 4,2022-10-01
Weekday,B DIVISION,471,A,January,Police & Medical,2023,Qtr 1,2023-01-01
Weekday,B DIVISION,471,F,May,Police & Medical,2024,Qtr 2,2024-05-01
Weekday,B DIVISION,476,N,November,Police & Medical,2025,Qtr 4,2025-11-01
Weekday,B DIVISION,481,N,October,Police & Medical,2024,Qtr 4,2024-10-01
Weekday,B DIVISION,485,F,April,Police & Medical,2024,Qtr 2,2024-04-01
Weekday,B DIVISION,486,F,March,Police & Medical,2025,Qtr 1,2025-03-01
Weekday,B DIVISION,487,N,December,Police & Medical,2024,Qtr 4,2024-12-01
Weekday,B DIVISION,488,A,March,Police & Medical,2023,Qtr 1,2023-03-01
Weekday,B DIVISION,488,Q,April,Police & Medical,2025,Qtr 2,2025-04-01
Weekday,B DIVISION,490,B,May,Police & Medical,2024,Qtr 2,2024-05-01
Weekday,B DIVISION,492,A,September,Police & Medical,2022,Qtr 3,2022-09-01
Weekday,B DIVISION,493,D,May,Police & Medical,2023,Qtr 2,2023-05-01
Weekday,B DIVISION,493,D,May,Police & Medical,2024,Qtr 2,2024-05-01
Weekday,B DIVISION,494,F,January,Police & Medical,2025,Qtr 1,2025-01-01
Weekday,B DIVISION,497,N,February,Police & Medical,2023,Qtr 1,2023-02-01
Weekday,B DIVISION,499,E,April,Police & Medical,2022,Qtr 2,2022-04-01
Weekday,B DIVISION,499,Q,October,Police & Medical,2025,Qtr 4,2025-10-01
Weekday,B DIVISION,502,R,May,Police & Medical,2024,Qtr 2,2024-05-01
Weekday,B DIVISION,505,N,September,Police & Medical,2025,Qtr 3,2025-09-01
Weekday,B DIVISION,509,N,October,Police & Medical,2023,Qtr 4,2023-10-01
Weekday,B DIVISION,512,F,November,Police & Medical,2025,Qtr 4,2025-11-01
Weekday,B DIVISION,519,F,September,Police & Medical,2024,Qtr 3,2024-09-01
Weekday,B DIVISION,521,N,February,Police & Medical,2020,Qtr 1,2020-02-01
Weekday,B DIVISION,522,C,December,Police & Medical,2024,Qtr 4,2024-12-01
Weekday,B DIVISION,523,F,March,Police & Medical,2024,Qtr 1,2024-03-01
Weekday,B DIVISION,523,N,September,Police & Medical,2022,Qtr 3,2022-09-01
Weekday,B DIVISION,527,B,January,Police & Medical,2025,Qtr 1,2025-01-01
Weekday,B DIVISION,530,F,December,Police & Medical,2023,Qtr 4,2023-12-01
Weekday,B DIVISION,530,Q,December,Police & Medical,2024,Qtr 4,2024-12-01
Weekday,B DIVISION,534,F,October,Police & Medical,2022,Qtr 4,2022-10-01
Weekday,B DIVISION,534,Q,July,Police & Medical,2025,Qtr 3,2025-07-01
Weekday,B DIVISION,539,N,November,Police & Medical,2021,Qtr 4,2021-11-01
Weekday,B DIVISION,550,E,March,Police & Medical,2023,Qtr 1,2023-03-01
Weekday,B DIVISION,551,F,November,Police & Medical,2023,Qtr 4,2023-11-01
Weekday,B DIVISION,558,F,October,Police & Medical,2023,Qtr 4,2023-10-01
Weekday,B DIVISION,559,F,March,Police & Medical,2022,Qtr 1,2022-03-01
Weekday,B DIVISION,561,E,December,Police & Medical,2025,Qtr 4,2025-12-01
Weekday,B DIVISION,563,E,October,Police & Medical,2023,Qtr 4,2023-10-01
Weekday,B DIVISION,566,Q,January,Police & Medical,2025,Qtr 1,2025-01-01
Weekday,B DIVISION,573,N,March,Police & Medical,2022,Qtr 1,2022-03-01
Weekday,B DIVISION,575,N,May,Police & Medical,2023,Qtr 2,2023-05-01
Weekday,B DIVISION,576,E,February,Police & Medical,2024,Qtr 1,2024-02-01
Weekday,B DIVISION,588,N,May,Police & Medical,2024,Qtr 2,2024-05-01
Weekday,B DIVISION,608,F,April,Police & Medical,2022,Qtr 2,2022-04-01
Weekday,B DIVISION,611,N,March,Police & Medical,2023,Qtr 1,2023-03-01
Weekday,B DIVISION,619,N,September,Police & Medical,2024,Qtr 3,2024-09-01
Weekday,B DIVISION,628,N,June,Police & Medical,2023,Qtr 2,2023-06-01
Weekday,B DIVISION,632,N,January,Police & Medical,2024,Qtr 1,2024-01-01
Weekday,B DIVISION,640,N,July,Police & Medical,2025,Qtr 3,2025-07-01
Weekday,B DIVISION,648,N,December,Police & Medical,2023,Qtr 4,2023-12-01
Weekday,B DIVISION,652,N,December,Police & Medical,2025,Qtr 4,2025-12-01
Weekday,B DIVISION,663,F,January,Police & Medical,2024,Qtr 1,2024-01-01
Weekday,B DIVISION,673,F,December,Police & Medical,2025,Qtr 4,2025-12-01
Weekday,B DIVISION,685,N,October,Police & Medical,2025,Qtr 4,2025-10-01
Weekday,B DIVISION,759,F,February,Police & Medical,2024,Qtr 1,2024-02-01
Weekday,B DIVISION,837,N,September,Police & Medical,2023,Qtr 3,2023-09-01
Weekend,A DIVISION,1,GS,June,Police & Medical,2021,Qtr 2,2021-06-01
Weekend,A DIVISION,2,GS,April,Police & Medical,2022,Qtr 2,2022-04-01
Weekend,A DIVISION,2,GS,August,Police & Medical,2021,Qtr 3,2021-08-01
Weekend,A DIVISION,2,GS,February,Police & Medical,2022,Qtr 1,2022-02-01
Weekend,A DIVISION,2,GS,February,Police & Medical,2024,Qtr 1,2024-02-01
Weekend,A DIVISION,2,GS,January,Police & Medical,2022,Qtr 1,2022-01-01
Weekend,A DIVISION,2,GS,January,Police & Medical,2023,Qtr 1,2023-01-01
Weekend,A DIVISION,2,GS,July,Police & Medical,2023,Qtr 3,2023-07-01
Weekend,A DIVISION,2,GS,March,Police & Medical,2023,Qtr 1,2023-03-01
Weekend,A DIVISION,2,GS,November,Police & Medical,2023,Qtr 4,2023-11-01
Weekend,A DIVISION,3,GS,December,Police & Medical,2020,Qtr 4,2020-12-01
Weekend,A DIVISION,4,5,October,Police & Medical,2020,Qtr 4,2020-10-01
Weekend,A DIVISION,4,7,April,Police & Medical,2020,Qtr 2,2020-04-01
Weekend,A DIVISION,4,GS,April,Police & Medical,2024,Qtr 2,2024-04-01
Weekend,A DIVISION,4,GS,February,Police & Medical,2023,Qtr 1,2023-02-01
Weekend,A DIVISION,4,GS,July,Police & Medical,2021,Qtr 3,2021-07-01
Weekend,A DIVISION,4,GS,May,Police & Medical,2023,Qtr 2,2023-05-01
Weekend,A DIVISION,5,5,August,Police & Medical,2020,Qtr 3,2020-08-01
Weekend,A DIVISION,5,GS,April,Police & Medical,2023,Qtr 2,2023-04-01
Weekend,A DIVISION,5,GS,August,Police & Medical,2022,Qtr 3,2022-08-01
Weekend,A DIVISION,5,GS,September,Police & Medical,2022,Qtr 3,2022-09-01
Weekend,A DIVISION,5,GS,September,Police & Medical,2023,Qtr 3,2023-09-01
Weekend,A DIVISION,6,5,June,Police & Medical,2020,Qtr 2,2020-06-01
Weekend,A DIVISION,6,7,June,Police & Medical,2021,Qtr 2,2021-06-01
Weekend,A DIVISION,6,GS,January,Police & Medical,2021,Qtr 1,2021-01-01
Weekend,A DIVISION,6,GS,January,Police & Medical,2024,Qtr 1,2024-01-01
Weekend,A DIVISION,6,GS,July,Police & Medical,2022,Qtr 3,2022-07-01
Weekend,A DIVISION,6,GS,October,Police & Medical,2023,Qtr 4,2023-10-01
Weekend,A DIVISION,7,7,October,Police & Medical,2020,Qtr 4,2020-10-01
Weekend,A DIVISION,8,1,April,Police & Medical,2020,Qtr 2,2020-04-01
Weekend,A DIVISION,8,GS,March,Police & Medical,2020,Qtr 1,2020-03-01
Weekend,A DIVISION,9,7,September,Police & Medical,2020,Qtr 3,2020-09-01
Weekend,A DIVISION,9,GS,August,Police & Medical,2024,Qtr 3,2024-08-01
Weekend,A DIVISION,9,GS,January,Police & Medical,2020,Qtr 1,2020-01-01
Weekend,A DIVISION,10,GS,March,Police & Medical,2022,Qtr 1,2022-03-01
Weekend,A DIVISION,11,7,February,Police & Medical,2021,Qtr 1,2021-02-01
Weekend,A DIVISION,11,7,February,Police & Medical,2025,Qtr 1,2025-02-01
Weekend,A DIVISION,11,GS,August,Police & Medical,2020,Qtr 3,2020-08-01
Weekend,A DIVISION,12,5,July,Police & Medical,2020,Qtr 3,2020-07-01
Weekend,A DIVISION,12,5,September,Police & Medical,2025,Qtr 3,2025-09-01
Weekend,A DIVISION,12,7,January,Police & Medical,2021,Qtr 1,2021-01-01
Weekend,A DIVISION,13,5,April,Police & Medical,2020,Qtr 2,2020-04-01
Weekend,A DIVISION,13,5,September,Police & Medical,2021,Qtr 3,2021-09-01
Weekend,A DIVISION,13,7,August,Police & Medical,2021,Qtr 3,2021-08-01
Weekend,A DIVISION,14,5,August,Police & Medical,2021,Qtr 3,2021-08-01
Weekend,A DIVISION,14,GS,June,Police & Medical,2022,Qtr 2,2022-06-01
Weekend,A DIVISION,15,GS,March,Police & Medical,2024,Qtr 1,2024-03-01
Weekend,A DIVISION,16,5,October,Police & Medical,2024,Qtr 4,2024-10-01
Weekend,A DIVISION,17,7,August,Police & Medical,2020,Qtr 3,2020-08-01
Weekend,A DIVISION,18,1,June,Police & Medical,2021,Qtr 2,2021-06-01
Weekend,A DIVISION,18,3,April,Police & Medical,2020,Qtr 2,2020-04-01
Weekend,A DIVISION,18,7,January,Police & Medical,2023,Qtr 1,2023-01-01
Weekend,A DIVISION,18,7,May,Police & Medical,2021,Qtr 2,2021-05-01
Weekend,A DIVISION,19,5,April,Police & Medical,2022,Qtr 2,2022-04-01
Weekend,A DIVISION,19,5,February,Police & Medical,2022,Qtr 1,2022-02-01
Weekend,A DIVISION,19,7,April,Police & Medical,2021,Qtr 2,2021-04-01
Weekend,A DIVISION,19,7,November,Police & Medical,2022,Qtr 4,2022-11-01
Weekend,A DIVISION,20,1,July,Police & Medical,2024,Qtr 3,2024-07-01
Weekend,A DIVISION,20,5,August,Police & Medical,2025,Qtr 3,2025-08-01
Weekend,A DIVISION,20,5,March,Police & Medical,2023,Qtr 1,2023-03-01
Weekend,A DIVISION,20,5,May,Police & Medical,2022,Qtr 2,2022-05-01
Weekend,A DIVISION,20,7,May,Police & Medical,2025,Qtr 2,2025-05-01
Weekend,A DIVISION,21,1,September,Police & Medical,2021,Qtr 3,2021-09-01
Weekend,A DIVISION,21,6,April,Police & Medical,2020,Qtr 2,2020-04-01
Weekend,A DIVISION,21,7,March,Police & Medical,2021,Qtr 1,2021-03-01
Weekend,A DIVISION,21,GS,May,Police & Medical,2021,Qtr 2,2021-05-01
Weekend,A DIVISION,22,4,April,Police & Medical,2020,Qtr 2,2020-04-01
Weekend,A DIVISION,22,5,November,Police & Medical,2021,Qtr 4,2021-11-01
Weekend,A DIVISION,23,3,March,Police & Medical,2023,Qtr 1,2023-03-01
Weekend,A DIVISION,23,5,September,Police & Medical,2022,Qtr 3,2022-09-01
Weekend,A DIVISION,24,7,July,Police & Medical,2021,Qtr 3,2021-07-01
Weekend,A DIVISION,24,7,March,Police & Medical,2024,Qtr 1,2024-03-01
Weekend,A DIVISION,25,6,June,Police & Medical,2020,Qtr 2,2020-06-01
Weekend,A DIVISION,25,7,July,Police & Medical,2020,Qtr 3,2020-07-01
Weekend,A DIVISION,25,7,May,Police & Medical,2020,Qtr 2,2020-05-01
Weekend,A DIVISION,26,5,July,Police & Medical,2023,Qtr 3,2023-07-01
Weekend,A DIVISION,26,5,September,Police & Medical,2020,Qtr 3,2020-09-01
Weekend,A DIVISION,26,7,July,Police & Medical,2025,Qtr 3,2025-07-01
Weekend,A DIVISION,27,5,August,Police & Medical,2022,Qtr 3,2022-08-01
Weekend,A DIVISION,28,1,June,Police & Medical,2020,Qtr 2,2020-06-01
Weekend,A DIVISION,28,5,October,Police & Medical,2021,Qtr 4,2021-10-01
Weekend,A DIVISION,28,7,March,Police & Medical,2025,Qtr 1,2025-03-01
Weekend,A DIVISION,29,1,August,Police & Medical,2022,Qtr 3,2022-08-01
Weekend,A DIVISION,29,1,May,Police & Medical,2020,Qtr 2,2020-05-01
Weekend,A DIVISION,30,1,April,Police & Medical,2025,Qtr 2,2025-04-01
Weekend,A DIVISION,30,1,March,Police & Medical,2021,Qtr 1,2021-03-01
Weekend,A DIVISION,30,5,July,Police & Medical,2021,Qtr 3,2021-07-01
Weekend,A DIVISION,30,7,July,Police & Medical,2024,Qtr 3,2024-07-01
Weekend,A DIVISION,31,1,July,Police & Medical,2020,Qtr 3,2020-07-01
Weekend,A DIVISION,31,5,September,Police & Medical,2023,Qtr 3,2023-09-01
Weekend,A DIVISION,31,6,May,Police & Medical,2020,Qtr 2,2020-05-01
Weekend,A DIVISION,31,7,March,Police & Medical,2020,Qtr 1,2020-03-01
Weekend,A DIVISION,32,5,March,Police & Medical,2021,Qtr 1,2021-03-01
Weekend,A DIVISION,32,7,December,Police & Medical,2025,Qtr 4,2025-12-01
Weekend,A DIVISION,32,7,February,Police & Medical,2020,Qtr 1,2020-02-01
Weekend,A DIVISION,32,7,March,Police & Medical,2023,Qtr 1,2023-03-01
Weekend,A DIVISION,32,GS,May,Police & Medical,2022,Qtr 2,2022-05-01
Weekend,A DIVISION,33,3,November,Police & Medical,2023,Qtr 4,2023-11-01
Weekend,A DIVISION,33,5,January,Police & Medical,2024,Qtr 1,2024-01-01
Weekend,A DIVISION,33,5,March,Police & Medical,2020,Qtr 1,2020-03-01
Weekend,A DIVISION,33,5,May,Police & Medical,2021,Qtr 2,2021-05-01
Weekend,A DIVISION,33,5,September,Police & Medical,2024,Qtr 3,2024-09-01
Weekend,A DIVISION,34,1,October,Police & Medical,2020,Qtr 4,2020-10-01
Weekend,A DIVISION,34,4,June,Police & Medical,2021,Qtr 2,2021-06-01
Weekend,A DIVISION,34,5,February,Police & Medical,2020,Qtr 1,2020-02-01
Weekend,A DIVISION,34,5,May,Police & Medical,2020,Qtr 2,2020-05-01
Weekend,A DIVISION,34,5,November,Police & Medical,2022,Qtr 4,2022-11-01
Weekend,A DIVISION,35,5,April,Police & Medical,2021,Qtr 2,2021-04-01
Weekend,A DIVISION,35,5,April,Police & Medical,2023,Qtr 2,2023-04-01
Weekend,A DIVISION,35,5,August,Police & Medical,2023,Qtr 3,2023-08-01
Weekend,A DIVISION,36,3,May,Police & Medical,2024,Qtr 2,2024-05-01
Weekend,A DIVISION,36,5,August,Police & Medical,2024,Qtr 3,2024-08-01
Weekend,A DIVISION,36,7,February,Police & Medical,2024,Qtr 1,2024-02-01
Weekend,A DIVISION,37,3,September,Police & Medical,2021,Qtr 3,2021-09-01
Weekend,A DIVISION,38,4,April,Police & Medical,2021,Qtr 2,2021-04-01
Weekend,A DIVISION,38,7,October,Police & Medical,2021,Qtr 4,2021-10-01
Weekend,A DIVISION,39,3,July,Police & Medical,2021,Qtr 3,2021-07-01
Weekend,A DIVISION,39,4,June,Police & Medical,2020,Qtr 2,2020-06-01
Weekend,A DIVISION,39,7,June,Police & Medical,2025,Qtr 2,2025-06-01
Weekend,A DIVISION,40,1,August,Police & Medical,2020,Qtr 3,2020-08-01
Weekend,A DIVISION,40,5,April,Police & Medical,2024,Qtr 2,2024-04-01
Weekend,A DIVISION,40,7,February,Police & Medical,2022,Qtr 1,2022-02-01
Weekend,A DIVISION,40,7,November,Police & Medical,2023,Qtr 4,2023-11-01
Weekend,A DIVISION,40,7,September,Police & Medical,2022,Qtr 3,2022-09-01
Weekend,A DIVISION,41,3,March,Police & Medical,2021,Qtr 1,2021-03-01
Weekend,A DIVISION,41,5,May,Police & Medical,2024,Qtr 2,2024-05-01
Weekend,A DIVISION,42,1,January,Police & Medical,2020,Qtr 1,2020-01-01
Weekend,A DIVISION,42,1,September,Police & Medical,2025,Qtr 3,2025-09-01
Weekend,A DIVISION,42,3,June,Police & Medical,2020,Qtr 2,2020-06-01
Weekend,A DIVISION,42,6,August,Police & Medical,2021,Qtr 3,2021-08-01
Weekend,A DIVISION,43,5,February,Police & Medical,2023,Qtr 1,2023-02-01
Weekend,A DIVISION,43,5,October,Police & Medical,2025,Qtr 4,2025-10-01
Weekend,A DIVISION,44,1,August,Police & Medical,2023,Qtr 3,2023-08-01
Weekend,A DIVISION,44,3,June,Police & Medical,2021,Qtr 2,2021-06-01
Weekend,A DIVISION,44,3,June,Police & Medical,2023,Qtr 2,2023-06-01
Weekend,A DIVISION,44,5,July,Police & Medical,2024,Qtr 3,2024-07-01
Weekend,A DIVISION,44,7,May,Police & Medical,2024,Qtr 2,2024-05-01
Weekend,A DIVISION,45,1,March,Police & Medical,2020,Qtr 1,2020-03-01
Weekend,A DIVISION,45,6,June,Police & Medical,2021,Qtr 2,2021-06-01
Weekend,A DIVISION,46,3,August,Police & Medical,2023,Qtr 3,2023-08-01
Weekend,A DIVISION,46,3,February,Police & Medical,2023,Qtr 1,2023-02-01
Weekend,A DIVISION,46,6,September,Police & Medical,2024,Qtr 3,2024-09-01
Weekend,A DIVISION,46,7,November,Police & Medical,2021,Qtr 4,2021-11-01
Weekend,A DIVISION,47,1,April,Police & Medical,2021,Qtr 2,2021-04-01
Weekend,A DIVISION,47,1,January,Police & Medical,2022,Qtr 1,2022-01-01
Weekend,A DIVISION,47,1,July,Police & Medical,2021,Qtr 3,2021-07-01
Weekend,A DIVISION,47,3,August,Police & Medical,2021,Qtr 3,2021-08-01
Weekend,A DIVISION,47,5,February,Police & Medical,2021,Qtr 1,2021-02-01
Weekend,A DIVISION,47,5,June,Police & Medical,2022,Qtr 2,2022-06-01
Weekend,A DIVISION,47,6,September,Police & Medical,2021,Qtr 3,2021-09-01
Weekend,A DIVISION,47,7,January,Police & Medical,2020,Qtr 1,2020-01-01
Weekend,A DIVISION,47,7,January,Police & Medical,2025,Qtr 1,2025-01-01
Weekend,A DIVISION,47,7,June,Police & Medical,2022,Qtr 2,2022-06-01
Weekend,A DIVISION,48,1,December,Police & Medical,2024,Qtr 4,2024-12-01
Weekend,A DIVISION,48,3,April,Police & Medical,2022,Qtr 2,2022-04-01
Weekend,A DIVISION,48,3,May,Police & Medical,2023,Qtr 2,2023-05-01
Weekend,A DIVISION,49,3,July,Police & Medical,2024,Qtr 3,2024-07-01
Weekend,A DIVISION,49,7,December,Police & Medical,2020,Qtr 4,2020-12-01
Weekend,A DIVISION,49,7,June,Police & Medical,2020,Qtr 2,2020-06-01
Weekend,A DIVISION,50,1,January,Police & Medical,2024,Qtr 1,2024-01-01
Weekend,A DIVISION,50,4,May,Police & Medical,2021,Qtr 2,2021-05-01
Weekend,A DIVISION,50,5,June,Police & Medical,2024,Qtr 2,2024-06-01
Weekend,A DIVISION,50,6,September,Police & Medical,2025,Qtr 3,2025-09-01
Weekend,A DIVISION,51,1,November,Police & Medical,2020,Qtr 4,2020-11-01
Weekend,A DIVISION,51,3,August,Police & Medical,2022,Qtr 3,2022-08-01
Weekend,A DIVISION,51,3,May,Police & Medical,2020,Qtr 2,2020-05-01
Weekend,A DIVISION,51,5,January,Police & Medical,2023,Qtr 1,2023-01-01
Weekend,A DIVISION,51,5,March,Police & Medical,2024,Qtr 1,2024-03-01
Weekend,A DIVISION,51,7,April,Police & Medical,2024,Qtr 2,2024-04-01
Weekend,A DIVISION,52,4,August,Police & Medical,2021,Qtr 3,2021-08-01
Weekend,A DIVISION,52,5,December,Police & Medical,2020,Qtr 4,2020-12-01
Weekend,A DIVISION,52,5,January,Police & Medical,2020,Qtr 1,2020-01-01
Weekend,A DIVISION,52,5,October,Police & Medical,2022,Qtr 4,2022-10-01
Weekend,A DIVISION,53,1,April,Police & Medical,2024,Qtr 2,2024-04-01
Weekend,A DIVISION,53,1,February,Police & Medical,2020,Qtr 1,2020-02-01
Weekend,A DIVISION,53,1,January,Police & Medical,2021,Qtr 1,2021-01-01
Weekend,A DIVISION,53,1,September,Police & Medical,2020,Qtr 3,2020-09-01
Weekend,A DIVISION,53,1,September,Police & Medical,2024,Qtr 3,2024-09-01
Weekend,A DIVISION,53,4,February,Police & Medical,2021,Qtr 1,2021-02-01
Weekend,A DIVISION,53,5,December,Police & Medical,2025,Qtr 4,2025-12-01
Weekend,A DIVISION,53,7,August,Police & Medical,2023,Qtr 3,2023-08-01
Weekend,A DIVISION,54,3,July,Police & Medical,2023,Qtr 3,2023-07-01
Weekend,A DIVISION,54,4,August,Police & Medical,2022,Qtr 3,2022-08-01
Weekend,A DIVISION,54,4,September,Police & Medical,2025,Qtr 3,2025-09-01
Weekend,A DIVISION,54,6,September,Police & Medical,2020,Qtr 3,2020-09-01
Weekend,A DIVISION,55,1,March,Police & Medical,2023,Qtr 1,2023-03-01
Weekend,A DIVISION,55,3,April,Police & Medical,2024,Qtr 2,2024-04-01
Weekend,A DIVISION,55,3,January,Police & Medical,2023,Qtr 1,2023-01-01
Weekend,A DIVISION,55,5,June,Police & Medical,2021,Qtr 2,2021-06-01
Weekend,A DIVISION,55,7,November,Police & Medical,2020,Qtr 4,2020-11-01
Weekend,A DIVISION,55,7,September,Police & Medical,2021,Qtr 3,2021-09-01
Weekend,A DIVISION,56,3,January,Police & Medical,2020,Qtr 1,2020-01-01
Weekend,A DIVISION,56,3,November,Police & Medical,2022,Qtr 4,2022-11-01
Weekend,A DIVISION,56,5,June,Police & Medical,2025,Qtr 2,2025-06-01
Weekend,A DIVISION,56,7,January,Police & Medical,2024,Qtr 1,2024-01-01
Weekend,A DIVISION,57,2,June,Police & Medical,2023,Qtr 2,2023-06-01
Weekend,A DIVISION,57,3,September,Police & Medical,2020,Qtr 3,2020-09-01
Weekend,A DIVISION,57,5,November,Police & Medical,2020,Qtr 4,2020-11-01
Weekend,A DIVISION,57,7,November,Police & Medical,2025,Qtr 4,2025-11-01
Weekend,A DIVISION,58,1,August,Police & Medical,2021,Qtr 3,2021-08-01
Weekend,A DIVISION,58,3,March,Police & Medical,2022,Qtr 1,2022-03-01
Weekend,A DIVISION,58,5,May,Police & Medical,2025,Qtr 2,2025-05-01
Weekend,A DIVISION,59,1,September,Police & Medical,2023,Qtr 3,2023-09-01
Weekend,A DIVISION,59,2,April,Police & Medical,2020,Qtr 2,2020-04-01
Weekend,A DIVISION,59,5,July,Police & Medical,2025,Qtr 3,2025-07-01
Weekend,A DIVISION,59,5,October,Police & Medical,2023,Qtr 4,2023-10-01
Weekend,A DIVISION,59,7,October,Police & Medical,2022,Qtr 4,2022-10-01
Weekend,A DIVISION,60,1,May,Police & Medical,2022,Qtr 2,2022-05-01
Weekend,A DIVISION,60,1,September,Police & Medical,2022,Qtr 3,2022-09-01
Weekend,A DIVISION,60,3,April,Police & Medical,2021,Qtr 2,2021-04-01
Weekend,A DIVISION,60,5,June,Police & Medical,2023,Qtr 2,2023-06-01
Weekend,A DIVISION,61,1,July,Police & Medical,2023,Qtr 3,2023-07-01
Weekend,A DIVISION,61,2,September,Police & Medical,2020,Qtr 3,2020-09-01
Weekend,A DIVISION,61,4,July,Police & Medical,2021,Qtr 3,2021-07-01
Weekend,A DIVISION,61,6,July,Police & Medical,2020,Qtr 3,2020-07-01
Weekend,A DIVISION,61,7,October,Police & Medical,2025,Qtr 4,2025-10-01
Weekend,A DIVISION,62,7,April,Police & Medical,2022,Qtr 2,2022-04-01
Weekend,A DIVISION,63,6,April,Police & Medical,2021,Qtr 2,2021-04-01
Weekend,A DIVISION,63,7,September,Police & Medical,2024,Qtr 3,2024-09-01
Weekend,A DIVISION,64,3,November,Police & Medical,2020,Qtr 4,2020-11-01
Weekend,A DIVISION,64,5,February,Police & Medical,2024,Qtr 1,2024-02-01
Weekend,A DIVISION,64,6,May,Police & Medical,2021,Qtr 2,2021-05-01
Weekend,A DIVISION,64,7,November,Police & Medical,2024,Qtr 4,2024-11-01
Weekend,A DIVISION,65,1,April,Police & Medical,2022,Qtr 2,2022-04-01
Weekend,A DIVISION,65,1,February,Police & Medical,2021,Qtr 1,2021-02-01
Weekend,A DIVISION,65,3,September,Police & Medical,2023,Qtr 3,2023-09-01
Weekend,A DIVISION,65,4,December,Police & Medical,2025,Qtr 4,2025-12-01
Weekend,A DIVISION,65,7,January,Police & Medical,2022,Qtr 1,2022-01-01
Weekend,A DIVISION,66,2,October,Police & Medical,2021,Qtr 4,2021-10-01
Weekend,A DIVISION,66,3,April,Police & Medical,2023,Qtr 2,2023-04-01
Weekend,A DIVISION,66,4,March,Police & Medical,2021,Qtr 1,2021-03-01
Weekend,A DIVISION,66,5,January,Police & Medical,2022,Qtr 1,2022-01-01
Weekend,A DIVISION,67,3,October,Police & Medical,2020,Qtr 4,2020-10-01
Weekend,A DIVISION,67,3,October,Police & Medical,2021,Qtr 4,2021-10-01
Weekend,A DIVISION,67,5,December,Police & Medical,2022,Qtr 4,2022-12-01
Weekend,A DIVISION,67,5,July,Police & Medical,2022,Qtr 3,2022-07-01
Weekend,A DIVISION,68,4,October,Police & Medical,2024,Qtr 4,2024-10-01
Weekend,A DIVISION,68,6,June,Police & Medical,2022,Qtr 2,2022-06-01
Weekend,A DIVISION,69,2,August,Police & Medical,2023,Qtr 3,2023-08-01
Weekend,A DIVISION,69,7,December,Police & Medical,2024,Qtr 4,2024-12-01
Weekend,A DIVISION,70,1,June,Police & Medical,2025,Qtr 2,2025-06-01
Weekend,A DIVISION,70,1,October,Police & Medical,2025,Qtr 4,2025-10-01
Weekend,A DIVISION,70,7,October,Police & Medical,2023,Qtr 4,2023-10-01
Weekend,A DIVISION,70,7,October,Police & Medical,2024,Qtr 4,2024-10-01
Weekend,A DIVISION,71,2,October,Police & Medical,2020,Qtr 4,2020-10-01
Weekend,A DIVISION,71,4,August,Police & Medical,2023,Qtr 3,2023-08-01
Weekend,A DIVISION,71,5,November,Police & Medical,2025,Qtr 4,2025-11-01
Weekend,A DIVISION,71,6,November,Police & Medical,2022,Qtr 4,2022-11-01
Weekend,A DIVISION,71,7,March,Police & Medical,2022,Qtr 1,2022-03-01
Weekend,A DIVISION,72,2,August,Police & Medical,2021,Qtr 3,2021-08-01
Weekend,A DIVISION,72,2,May,Police & Medical,2024,Qtr 2,2024-05-01
Weekend,A DIVISION,72,3,December,Police & Medical,2024,Qtr 4,2024-12-01
Weekend,A DIVISION,72,6,December,Police & Medical,2020,Qtr 4,2020-12-01
Weekend,A DIVISION,72,6,July,Police & Medical,2021,Qtr 3,2021-07-01
Weekend,A DIVISION,73,1,May,Police & Medical,2021,Qtr 2,2021-05-01
Weekend,A DIVISION,73,1,November,Police & Medical,2022,Qtr 4,2022-11-01
Weekend,A DIVISION,73,4,June,Police & Medical,2024,Qtr 2,2024-06-01
Weekend,A DIVISION,73,6,October,Police & Medical,2021,Qtr 4,2021-10-01
Weekend,A DIVISION,73,7,April,Police & Medical,2025,Qtr 2,2025-04-01
Weekend,A DIVISION,74,1,May,Police & Medical,2024,Qtr 2,2024-05-01
Weekend,A DIVISION,74,3,February,Police & Medical,2020,Qtr 1,2020-02-01
Weekend,A DIVISION,74,6,July,Police & Medical,2022,Qtr 3,2022-07-01
Weekend,A DIVISION,75,1,June,Police & Medical,2023,Qtr 2,2023-06-01
Weekend,A DIVISION,75,3,February,Police & Medical,2024,Qtr 1,2024-02-01
Weekend,A DIVISION,75,3,October,Police & Medical,2022,Qtr 4,2022-10-01
Weekend,A DIVISION,75,4,October,Police & Medical,2020,Qtr 4,2020-10-01
